Dependencias,Municipios,Genero,Edad
Subsecretaría de Desarrollo Comunitario,SAN BERNARDO,masculino,6
Subsecretaría de Economía Regional y Agua Potable,PUPIALES,masculino,58
Subsecretaría de Gestión Pública,NARIÑO,masculino,83
Secretaría de Hacienda,SAN PEDRO DE CARTAGO,masculino,24
Dirección Administrativa de Turismo,SANDONA,femenino,82
Subsecretaría de Presupuesto,ROBERTO PAYAN,femenino,6
Subsecretaría de Asistencia Técnica,SAN PABLO,masculino,87
Secretaría de Educación,MAGUI,masculino,61
Secretaría de Equidad de Genero e Inclusión Social,EL TABLON DE GOMEZ,masculino,45
Secretaría de Ambiente y Desarrollo Sostenible,LA FLORIDA,femenino,64
Secretaría de Agricultura y Desarrollo Rural,BUESACO,femenino,80
Subsecretaría de Infraestructura y Vías,LA FLORIDA,femenino,70
Subsecretaría de Desarrollo Comunitario,CUASPUD,masculino,39
Subsecretaría de Infraestructura y Vías,GUACHUCAL,masculino,78
Subsecretaría Administrativa y Financiera,IMUES,masculino,36
Secretaría de Agricultura y Desarrollo Rural,POLICARPA,masculino,58
Secretaría de Planeación,OLAYA HERRERA,masculino,20
Secretaría de Gobierno,LA FLORIDA,femenino,51
Dirección Administrativa de Cultura,LOS ANDES,masculino,77
Secretaría de Equidad de Genero e Inclusión Social,PUERRES,femenino,58
Secretaría de Ambiente y Desarrollo Sostenible,SANTA BARBARA,femenino,33
Subsecretaría de Gestión Pública,SAN BERNARDO,femenino,29
Secretaría de Hacienda,TUQUERRES,masculino,73
Subsecretaría de Paz y Derechos Humanos,PUPIALES,masculino,51
Subsecretaría de Paz y Derechos Humanos,GUAITARILLA,femenino,39
Subsecretaría de Planeación Educativa y Cobertura,CUASPUD,masculino,80
Secretaría de Ambiente y Desarrollo Sostenible,RICAURTE,femenino,55
Subsecretaría de Gestión Pública,OLAYA HERRERA,femenino,74
Secretaría de Ambiente y Desarrollo Sostenible,PUERRES,masculino,60
Secretaría de Hacienda,RICAURTE,femenino,23
Subsecretaría de Desarrollo Comunitario,TAMINANGO,femenino,23
Dirección Administrativa de Cultura,LA UNION,masculino,58
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",COLON,femenino,83
Secretaría de Gobierno,LA LLANADA,masculino,83
Subsecretaría de Calidad Educativa,ILES,masculino,33
Secretaría de Infraestructura y Minas,MOSQUERA,masculino,80
Oficina Control Interno de Gestión,FUNES,femenino,38
"Secretaría de TIC, Innovación y Gobierno Abierto",PUERRES,masculino,59
Subsecretaría de Gestión Pública,CUMBITARA,femenino,23
Subsecretaría de Rentas,POLICARPA,femenino,30
Secretaría de Equidad de Genero e Inclusión Social,SAN PABLO,masculino,58
Secretaría de Gobierno,GUALMATAN,masculino,12
Subsecretaría Administrativa y Financiera,EL CHARCO,masculino,56
Dirección Administrativa de Turismo,CUASPUD,femenino,22
Secretaría de Planeación,GUACHUCAL,femenino,48
"Secretaría de TIC, Innovación y Gobierno Abierto",CONSACA,masculino,13
Subsecretaría de Talento Humano,SAMANIEGO,masculino,70
Subsecretaría de Paz y Derechos Humanos,TUQUERRES,masculino,75
Secretaría General,CUMBITARA,masculino,34
Oficina Control Interno de Gestión,SANDONA,masculino,21
Subsecretaría de Talento Humano,EL ROSARIO,femenino,19
Oficina Control Interno de Gestión,GUALMATAN,femenino,66
Secretaría de Infraestructura y Minas,PUPIALES,femenino,49
Subsecretaría Administrativa y Financiera,CUMBAL,femenino,74
Subsecretaría de Minas,LA FLORIDA,masculino,32
Secretaría de Gobierno,LEIVA,masculino,51
Subsecretaría de Gestión Ambiental y Crecimiento Verde,IPIALES,masculino,25
Subsecretaría de Minas,OSPINA,femenino,12
Subsecretaría de Planeación Educativa y Cobertura,ALBAN,femenino,65
Departamento Administrativo de Contratación,LA CRUZ,masculino,26
Subsecretaría de Gestión Ambiental y Crecimiento Verde,POTOSI,masculino,34
Secretaría de Equidad de Genero e Inclusión Social,LINARES,masculino,64
Dirección Administrativa de Cultura,BUESACO,masculino,21
Subsecretaría de Talento Humano,LA LLANADA,femenino,22
Subsecretaría de Paz y Derechos Humanos,SAMANIEGO,femenino,69
Subsecretaría de Asistencia Técnica,OLAYA HERRERA,masculino,67
Oficina Control Interno Diciplinario,TUQUERRES,masculino,5
Dirección Administrativa de Cultura,MAGUI,masculino,13
Subsecretaría de Talento Humano,SAPUYES,masculino,9
Oficina Jurídica,CUASPUD,femenino,20
Subsecretaría de Desarrollo Comunitario,MAGUI,femenino,88
Secretaría de Infraestructura y Minas,ROBERTO PAYAN,masculino,43
Subsecretaría de Presupuesto,LA UNION,masculino,61
Secretaría de Hacienda,IMUES,masculino,24
Subsecretaría de Calidad Educativa,SAN PEDRO DE CARTAGO,masculino,75
Subsecretaría Administrativa,SAN PEDRO DE CARTAGO,femenino,13
Subsecretaría de Transito y Trasnporte,SAN LORENZO,femenino,76
Departamento Administrativo de Contratación,TANGUA,femenino,36
Dirección Administrativa de Gestión de Riesgo de Desastres,LEIVA,masculino,87
Subsecretaría de Planeación Educativa y Cobertura,FRANCISCO PIZARRO,femenino,51
Oficina Jurídica,PUPIALES,masculino,5
Subsecretaría de Calidad Educativa,BARBACOAS,femenino,81
Subsecretaría de Talento Humano,SAN PABLO,femenino,23
Subsecretaría de Planeación Educativa y Cobertura,IMUES,femenino,53
Secretaría de Hacienda,TANGUA,femenino,48
Secretaría de Infraestructura y Minas,CONTADERO,femenino,59
Secretaría de Gobierno,BELEN,femenino,52
Subsecretaría de Transito y Trasnporte,SAN LORENZO,masculino,5
Oficina Control Interno de Gestión,SAN PABLO,masculino,22
Subsecretaría de Minas,LA FLORIDA,femenino,80
Secretaría de Equidad de Genero e Inclusión Social,ARBOLEDA,femenino,33
Secretaría General,YACUANQUER,femenino,54
Dirección Administrativa de Cultura,OSPINA,masculino,10
Subsecretaría de Rentas,LA UNION,masculino,10
Subsecretaría de Presupuesto,LA TOLA,masculino,43
Secretaría de Recreación y Deporte,FUNES,masculino,13
Subsecretaría de Transito y Trasnporte,ILES,masculino,30
Secretaría de Educación,PUPIALES,masculino,52
Secretaría de Infraestructura y Minas,CONSACA,masculino,79
Subsecretaría de Rentas,TUQUERRES,masculino,43
Subsecretaría de Economía Regional y Agua Potable,RICAURTE,femenino,56
Subsecretaría de Presupuesto,CORDOBA,femenino,30
Secretaría de Recreación y Deporte,POTOSI,femenino,73
Archivo General,EL CHARCO,femenino,56
Subsecretaría de Rentas,EL PEÑOL,masculino,61
Dirección Administrativa de Turismo,SANTA BARBARA,femenino,27
Oficina Control Interno de Gestión,POLICARPA,masculino,23
Subsecretaría de Infraestructura y Vías,TUQUERRES,femenino,41
Subsecretaría de Gestión Ambiental y Crecimiento Verde,RICAURTE,masculino,50
Secretaría de Agricultura y Desarrollo Rural,SAN PABLO,femenino,72
Secretaría de Educación,PUPIALES,femenino,54
Subsecretaría de Gestión Pública,TUQUERRES,femenino,57
Secretaría de Ambiente y Desarrollo Sostenible,LOS ANDES,masculino,32
Dirección Administrativa de Cultura,NARIÑO,masculino,19
Subsecretaría de Presupuesto,SANDONA,femenino,52
Oficina Control Interno Diciplinario,TUQUERRES,masculino,33
Subsecretaría de Infraestructura y Vías,IPIALES,femenino,29
Subsecretaría de Planeación Educativa y Cobertura,EL TABLON DE GOMEZ,femenino,19
Dirección Administrativa de Gestión de Riesgo de Desastres,LOS ANDES,femenino,16
Secretaría de Ambiente y Desarrollo Sostenible,CONTADERO,femenino,37
Oficina Control Interno de Gestión,LINARES,masculino,51
Subsecretaría de Talento Humano,IPIALES,femenino,68
Subsecretaría de Asistencia Técnica,ILES,femenino,15
Secretaría de Planeación,MAGUI,masculino,40
Subsecretaría Administrativa y Financiera,CHACHAGUI,femenino,37
Secretaría de Educación,CUMBITARA,femenino,78
Subsecretaría de Minas,SAN PEDRO DE CARTAGO,masculino,24
Secretaría de Recreación y Deporte,PROVIDENCIA,femenino,59
Subsecretaría de Desarrollo Comunitario,MAGUI,femenino,24
Oficina Control Interno Diciplinario,SAMANIEGO,masculino,10
Subsecretaría de Presupuesto,EL PEÑOL,masculino,71
Secretaría General,LA TOLA,femenino,85
Subsecretaría de Gestión Pública,SAN BERNARDO,masculino,18
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",CONSACA,masculino,21
Secretaría de Infraestructura y Minas,LA UNION,femenino,39
Dirección Administrativa de Cultura,ALBAN,masculino,58
Secretaría de Equidad de Genero e Inclusión Social,COLON,masculino,77
Secretaría de Educación,CORDOBA,masculino,80
Secretaría de Agricultura y Desarrollo Rural,EL TAMBO,femenino,43
Secretaría de Gobierno,SANDONA,masculino,26
Secretaría de Hacienda,GUALMATAN,femenino,51
Archivo General,PUERRES,femenino,18
Oficina Control Interno de Gestión,CUMBAL,femenino,10
"Secretaría de TIC, Innovación y Gobierno Abierto",LEIVA,femenino,81
Secretaría de Planeación,PROVIDENCIA,femenino,37
Subsecretaría de Gestión Pública,OSPINA,masculino,62
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",SAN BERNARDO,femenino,87
"Secretaría de TIC, Innovación y Gobierno Abierto",IPIALES,femenino,22
Subsecretaría de Calidad Educativa,YACUANQUER,femenino,26
Secretaría de Educación,PROVIDENCIA,masculino,68
Secretaría de Agricultura y Desarrollo Rural,SAPUYES,masculino,5
Secretaría de Gobierno,EL TAMBO,femenino,32
Subsecretaría de Economía Regional y Agua Potable,GUACHUCAL,masculino,59
Oficina Control Interno de Gestión,LA TOLA,femenino,33
Subsecretaría de Desarrollo Comunitario,IPIALES,femenino,56
Dirección Administrativa de Gestión de Riesgo de Desastres,EL PEÑOL,femenino,28
Subsecretaría Administrativa y Financiera,SANTA BARBARA,masculino,25
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",RICAURTE,masculino,26
Secretaría General,CONSACA,masculino,44
Subsecretaría de Presupuesto,FRANCISCO PIZARRO,femenino,41
Dirección Administrativa de Cultura,LA UNION,femenino,37
Dirección Administrativa de Turismo,SANTA BARBARA,masculino,84
Subsecretaría de Presupuesto,CONTADERO,masculino,29
Secretaría de Planeación,LEIVA,femenino,35
Dirección Administrativa de Turismo,PUERRES,masculino,72
Dirección Administrativa de Turismo,TANGUA,femenino,77
Subsecretaría de Rentas,SANTACRUZ,masculino,31
Subsecretaría de Transito y Trasnporte,LA TOLA,femenino,36
Secretaría de Agricultura y Desarrollo Rural,CONSACA,femenino,62
Departamento Administrativo de Contratación,TANGUA,masculino,52
Secretaría de Educación,CONSACA,masculino,79
Subsecretaría de Planeación Educativa y Cobertura,SAN LORENZO,femenino,56
Secretaría de Hacienda,LA CRUZ,femenino,34
Secretaría de Equidad de Genero e Inclusión Social,EL PEÑOL,femenino,21
Subsecretaría Administrativa,EL TABLON DE GOMEZ,femenino,42
Subsecretaría Administrativa y Financiera,BUESACO,femenino,9
Oficina Control Interno Diciplinario,ILES,masculino,50
Subsecretaría de Talento Humano,GUALMATAN,masculino,24
Secretaría de Equidad de Genero e Inclusión Social,LA UNION,femenino,74
Subsecretaría Administrativa,LOS ANDES,femenino,49
Subsecretaría de Planeación Educativa y Cobertura,GUALMATAN,femenino,68
Subsecretaría de Gestión Ambiental y Crecimiento Verde,GUALMATAN,masculino,20
Subsecretaría de Transito y Trasnporte,IPIALES,femenino,63
Secretaría de Recreación y Deporte,PUERRES,masculino,68
Subsecretaría de Economía Regional y Agua Potable,OLAYA HERRERA,femenino,87
Subsecretaría de Economía Regional y Agua Potable,ARBOLEDA,femenino,62
Subsecretaría de Gestión Ambiental y Crecimiento Verde,GUALMATAN,masculino,6
Archivo General,EL ROSARIO,femenino,79
Secretaría de Infraestructura y Minas,SANTACRUZ,masculino,77
Secretaría de Ambiente y Desarrollo Sostenible,RICAURTE,masculino,51
Secretaría General,EL CHARCO,femenino,72
Secretaría General,TUMACO,masculino,41
Subsecretaría de Planeación Educativa y Cobertura,LOS ANDES,femenino,60
Subsecretaría de Minas,FUNES,masculino,38
Subsecretaría de Rentas,TUQUERRES,femenino,31
Secretaría de Hacienda,TUQUERRES,femenino,21
Secretaría de Equidad de Genero e Inclusión Social,EL PEÑOL,femenino,58
Subsecretaría de Desarrollo Comunitario,CHACHAGUI,femenino,57
Secretaría de Ambiente y Desarrollo Sostenible,EL CHARCO,femenino,63
Dirección Administrativa de Cultura,SAPUYES,femenino,80
Subsecretaría de Paz y Derechos Humanos,SAN PABLO,femenino,16
Subsecretaría de Paz y Derechos Humanos,LINARES,femenino,68
Subsecretaría de Calidad Educativa,SANTACRUZ,femenino,81
Oficina Jurídica,COLON,femenino,36
Secretaría de Infraestructura y Minas,ROBERTO PAYAN,masculino,11
Dirección Administrativa de Gestión de Riesgo de Desastres,YACUANQUER,femenino,79
Dirección Administrativa de Turismo,PUPIALES,masculino,66
Secretaría de Ambiente y Desarrollo Sostenible,SANTA BARBARA,masculino,22
Subsecretaría de Gestión Pública,LA FLORIDA,masculino,60
Oficina Jurídica,SAN PABLO,femenino,44
Subsecretaría de Presupuesto,MOSQUERA,femenino,54
Secretaría de Planeación,COLON,masculino,57
Secretaría de Recreación y Deporte,LA UNION,masculino,33
Dirección Administrativa de Turismo,TUMACO,masculino,77
Subsecretaría Administrativa y Financiera,SANDONA,masculino,58
Oficina Jurídica,MALLAMA,masculino,76
Secretaría de Ambiente y Desarrollo Sostenible,CONTADERO,femenino,66
Archivo General,ARBOLEDA,masculino,77
Subsecretaría de Presupuesto,GUACHUCAL,masculino,64
Secretaría de Planeación,SAPUYES,femenino,47
Subsecretaría de Infraestructura y Vías,IPIALES,femenino,29
Secretaría de Hacienda,NARIÑO,femenino,77
Subsecretaría de Calidad Educativa,CONSACA,femenino,57
Subsecretaría de Minas,TUMACO,masculino,67
Departamento Administrativo de Contratación,YACUANQUER,masculino,66
Oficina Control Interno de Gestión,PUPIALES,femenino,13
Secretaría de Ambiente y Desarrollo Sostenible,LA UNION,femenino,76
Subsecretaría de Asistencia Técnica,CORDOBA,masculino,24
Secretaría de Equidad de Genero e Inclusión Social,SANDONA,femenino,24
Subsecretaría de Rentas,SANTACRUZ,femenino,30
Secretaría de Educación,GUALMATAN,femenino,45
Subsecretaría Administrativa y Financiera,SAN BERNARDO,masculino,28
Secretaría de Infraestructura y Minas,MAGUI,femenino,65
Subsecretaría de Economía Regional y Agua Potable,LA FLORIDA,femenino,79
Subsecretaría Administrativa y Financiera,CUMBITARA,masculino,70
Subsecretaría de Planeación Educativa y Cobertura,TUMACO,femenino,37
Subsecretaría Administrativa,ARBOLEDA,masculino,18
Subsecretaría de Asistencia Técnica,SAN BERNARDO,femenino,35
Subsecretaría de Asistencia Técnica,TAMINANGO,masculino,24
Dirección Administrativa de Cultura,EL TAMBO,masculino,62
Secretaría de Gobierno,LA LLANADA,masculino,11
Subsecretaría Administrativa,OSPINA,femenino,73
Dirección Administrativa de Gestión de Riesgo de Desastres,SAN PABLO,femenino,77
Subsecretaría de Transito y Trasnporte,SAN LORENZO,femenino,53
Secretaría de Infraestructura y Minas,YACUANQUER,masculino,69
Subsecretaría de Transito y Trasnporte,OSPINA,masculino,56
Subsecretaría de Gestión Pública,ALDANA,femenino,7
Secretaría de Infraestructura y Minas,GUACHUCAL,masculino,42
Subsecretaría de Talento Humano,OLAYA HERRERA,masculino,71
Secretaría de Agricultura y Desarrollo Rural,LINARES,masculino,48
Departamento Administrativo de Contratación,EL TAMBO,femenino,78
Subsecretaría de Asistencia Técnica,LEIVA,masculino,35
Subsecretaría Administrativa y Financiera,OSPINA,masculino,17
Dirección Administrativa de Turismo,TUQUERRES,masculino,40
Dirección Administrativa de Turismo,GUALMATAN,masculino,88
Oficina Jurídica,TANGUA,masculino,15
Subsecretaría de Paz y Derechos Humanos,EL CHARCO,femenino,25
Oficina Control Interno Diciplinario,EL CHARCO,femenino,27
Subsecretaría Administrativa y Financiera,IMUES,femenino,44
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",TUMACO,masculino,8
Dirección Administrativa de Gestión de Riesgo de Desastres,SAPUYES,femenino,12
Dirección Administrativa de Cultura,SAN PEDRO DE CARTAGO,masculino,30
Archivo General,EL ROSARIO,femenino,27
"Secretaría de TIC, Innovación y Gobierno Abierto",ARBOLEDA,femenino,43
Oficina Jurídica,LA FLORIDA,masculino,77
Subsecretaría de Calidad Educativa,TAMINANGO,femenino,18
Secretaría de Gobierno,TAMINANGO,femenino,12
Subsecretaría de Rentas,GUACHUCAL,femenino,66
Subsecretaría de Planeación Educativa y Cobertura,MALLAMA,femenino,22
Dirección Administrativa de Cultura,CHACHAGUI,masculino,65
Subsecretaría de Desarrollo Comunitario,SANTA BARBARA,femenino,59
Secretaría de Gobierno,CONSACA,femenino,19
Secretaría de Educación,CUMBAL,femenino,47
Subsecretaría de Transito y Trasnporte,YACUANQUER,femenino,81
Subsecretaría de Asistencia Técnica,POLICARPA,femenino,42
Subsecretaría de Gestión Ambiental y Crecimiento Verde,TAMINANGO,femenino,72
Oficina Control Interno Diciplinario,PROVIDENCIA,femenino,67
Subsecretaría de Minas,SAN LORENZO,femenino,37
Dirección Administrativa de Turismo,POTOSI,femenino,64
Subsecretaría de Infraestructura y Vías,MOSQUERA,masculino,59
Secretaría de Ambiente y Desarrollo Sostenible,SAN PEDRO DE CARTAGO,masculino,78
Dirección Administrativa de Turismo,SAN PEDRO DE CARTAGO,femenino,53
Secretaría de Planeación,BUESACO,masculino,79
Dirección Administrativa de Turismo,POLICARPA,femenino,8
Secretaría de Gobierno,CHACHAGUI,femenino,86
Secretaría de Equidad de Genero e Inclusión Social,PUPIALES,femenino,23
Secretaría de Educación,POLICARPA,femenino,49
Dirección Administrativa de Turismo,YACUANQUER,femenino,66
Secretaría de Infraestructura y Minas,CUASPUD,masculino,60
Dirección Administrativa de Gestión de Riesgo de Desastres,COLON,masculino,16
Oficina Control Interno de Gestión,CONTADERO,masculino,81
Secretaría de Educación,ILES,masculino,69
Oficina Control Interno de Gestión,PUPIALES,femenino,36
Subsecretaría de Planeación Educativa y Cobertura,EL CHARCO,masculino,6
Subsecretaría de Economía Regional y Agua Potable,PUPIALES,femenino,41
Secretaría de Educación,PUERRES,masculino,82
Archivo General,PUPIALES,femenino,72
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",PUPIALES,masculino,7
Subsecretaría de Economía Regional y Agua Potable,PROVIDENCIA,femenino,23
